id,date,city_st,location,size,size_str,urls,collection
30202,2020-05-30,"Fullerton, CA","Fullerton, CA",125.0,125.0,"['https://www.ocregister.com/crowd-peaceful-at-protest-over-george-floyds-death-in-downtown-fullerton', 'https://dailytitan.com/2020/05/police-break-up-fullerton-protest-over-george-floyds-death/']",Count Love
30207,2020-05-30,"Owensboro, KY","Owensboro, KY",100.0,100.0,"['https://www.messenger-inquirer.com/news/local/demonstrators-protest-deaths-of-minnesota-man-louisville-woman-killed-by-police/article_7e458602-a2ac-11ea-83ff-9fcd0a3759d6.html', 'https://www.messenger-inquirer.com/news/more-than-100-demonstrators-protest-against-police-brutality/article_1e16736c-8afa-5c06-aae8-b07ff3e4bbf2.html']",Count Love
30208,2020-05-30,"Charlotte, NC","Charlotte, NC",100.0,100.0,"['https://www.charlotteobserver.com/news/local/article243124101.html', 'https://www.newsobserver.com/news/local/article243130111.html', 'https://www.charlotteobserver.com/news/politics-government/article243176176.html', 'https://www.charlotteobserver.com/news/local/article243252536.html']",Count Love
30209,2020-05-30,"Galveston, TX","Galveston, TX",100.0,100.0,['https://www.galvnews.com/news/article_7ed08e79-71c3-5070-b2e2-f094fde6a456.html'],Count Love
30210,2020-05-30,"Killeen, TX","Killeen, TX",,nan,['https://www.texastribune.org/2020/05/29/george-floyd-texas-protest-photos-houston-dallas-austin/'],Count Love
30211,2020-05-30,"Austin, TX","Austin, TX",1000.0,1000.0,"['https://www.kxan.com/news/local/austin/protesters-to-gather-outside-apd-hq-after-nine-arrested-during-overnight-demonstration/', 'https://www.kvue.com/article/news/local/austin-protest-texas-capitol-floyd-ramos-police-black-lives-matter/269-1bde0077-b0d9-48f7-968e-583198a81432', 'https://www.usatoday.com/story/news/nation/2020/06/03/george-floyd-protests-quincy-mason-minneapolis-washington-curfew/3134191001/']",Count Love
30212,2020-05-30,"Houston, TX","MacGregor Park, Houston, TX",,nan,"['https://www.chron.com/news/houston-texas/houston/article/HPD-arrests-nearly-200-eight-officers-injured-in-15305218.php', 'https://www.newsobserver.com/news/local/article243130111.html']",Count Love
30232,2020-05-30,"Opelika, AL","Courthouse Square, Opelika, AL",250.0,250.0,"['https://www.oanow.com/news/local/watch-now-hundreds-turn-out-for-opelika-march/article_36825e6f-1f42-5f0f-a52d-8fa46d9eb597.html', 'https://www.oanow.com/news/local/icymi-local-rallies-for-black-lives-matter-held-during-the-weekend/collection_14a6885c-a3b7-11ea-b809-a7c0d3c10cf2.html']",Count Love
30251,2020-05-30,"Roanoke, VA","Washington Park, Roanoke, VA",100.0,100.0,"['https://www.roanoke.com/news/local/demonstrators-rally-march-in-roanoke-following-george-floyds-death/article_000415c6-f4a6-59e7-803f-20a7b3049733.html', 'https://www.roanoke.com/news/local/watch-now-demonstrators-rally-march-in-roanoke-following-george-floyds-death/article_000415c6-f4a6-59e7-803f-20a7b3049733.html', 'https://www.roanoke.com/news/local/roanoke-council-members-voice-support-for-police-and-protesters/article_e6d3ad34-c27d-5cf6-8c30-980c04bff381.html']",Count Love
30257,2020-05-30,"Visalia, CA","Visalia, CA",200.0,200.0,"['https://www.visaliatimesdelta.com/story/news/2020/05/30/visalia-police-fresno-state-investigate-incident-black-lives-matter-march/5297448002/', 'https://www.visaliatimesdelta.com/story/news/2020/05/30/justice-george-floyd-protesters-take-streets-visalia/5291499002/']",Count Love
30259,2020-05-30,"Huntsville, TX","Huntsville, TX",50.0,50.0,"['https://www.itemonline.com/news/group-rallies-in-huntsville-calling-for-justice-for-george-floyd/article_67bf68b0-a2b8-11ea-b649-ffd0eb627d96.html', 'https://www.itemonline.com/news/local_news/unrest-overshadows-peaceful-protests-across-us-including-rally-in-huntsville/article_3d897ce5-2166-5af5-9bda-8b08caabd194.html']",Count Love
30260,2020-05-30,"Green Bay, WI","Green Bay, WI",30.0,30.0,"['https://www.wbay.com/content/news/Protesters-march-in-Green-Bays-Broadway-District-570896131.html', 'https://www.wbay.com/content/news/Protesters-return-to-downtown-Green-Bay-570907211.html']",Count Love
