id,date,city_st,location,size,size_str,urls,collection
,2020-05-30,"Pittsburgh, PA","Liberty and Sixth Avenue, Pittsburgh, PA",,,['https://www.pghcitypaper.com/pittsburgh/pittsburghers-to-protest-in-response-to-minneapolis-police-killing-of-george-floyd/Content?oid=17371795'],CCC
,2020-05-30,"Pittsfield, MA",", Pittsfield, MA",,,['https://twitter.com/NekoTeagan/status/1266845600160587776'],CCC
,2020-05-30,"Portland, OR",", Portland, OR",,,['https://twitter.com/DaveyMuise/status/1266825501265457152'],CCC
,2020-05-30,"Port Huron, MI","Pine Grove Ave, Port Huron, MI",36.0,a few dozen,['https://www.thetimesherald.com/story/news/2020/05/30/local-residents-protest-death-george-floyd-pine-grove-park/5292067002/'],CCC
,2020-05-30,"Presque Isle, ME",", Presque Isle, ME",,,['https://twitter.com/lavado147/status/1266776351924682752'],CCC
,2020-05-30,"Providence, RI","Burnside Park, Providence, RI",,,"['https://www.abc6.com/black-lives-matter-ri-to-hold-protest-in-wake-of-george-floyds-death/', 'Future.']",CCC
,2020-05-30,"Raleigh, NC",", Raleigh, NC",,,['https://twitter.com/YesYoureRacist/status/1266843127454806018'],CCC
,2020-05-30,"Reading, PA",", Reading, PA",,,['https://twitter.com/MarquiseDavon/status/1267171877413404673'],CCC
,2020-05-30,"Reno, NV",", Reno, NV",,,"['https://twitter.com/OurTownReno/status/1267211990956560384', 'https://twitter.com/OurTownReno/status/1267209556679000065']",CCC
,2020-05-30,"Roanoke, VA","Roanoke Police Department, Roanoke, VA",,,['https://twitter.com/eve_ettinger/status/1267650710147129344'],CCC
,2020-05-30,"Rochester, NY",", Rochester, NY",,,['https://twitter.com/MLabrosa/status/1266824333445541889'],CCC
,2020-05-30,"Sacramento, CA",", Sacramento, CA",,,['https://twitter.com/FutureYesterd4y/status/1266811307786858497'],CCC
,2020-05-30,"Salt Lake City, UT","downtown; outside police station, Salt Lake City, UT",1000.0,nearly 1000,"['http://www.fightbacknews.org/2020/5/28/salt-lake-protest-police-killings-national-day-action-may-30', 'https://kutv.com/news/local/hundreds-gather-downtown-salt-lake-city-to-protest-against-nationwide-police-brutality', 'https://www.facebook.com/events/574385733215704/']",CCC
,2020-05-30,"San Antonio, TX",", San Antonio, TX",200.0,hundreds of cars,['https://twitter.com/BethHawkinsNC/status/1266815970317873154'],CCC
,2020-05-30,"San Antonio, TX","Travis Park, San Antonio, TX",2650.0,5000,"['https://twitter.com/RealDavidLynch/status/1266850710685208579', 'https://www.expressnews.com/news/local/article/live-travis-park-demonstration-george-floyd-15305539.php']",CCC
,2020-05-30,"San Francisco, CA","UN Plaza, San Francisco, CA",0.0,hundreds,"['https://twitter.com/KCBSRadio/status/1266826096210657280', 'https://twitter.com/abc7newsbayarea/status/1266808171349172224', 'https://twitter.com/Agent301X/status/1266825594970550278']",CCC
,2020-05-30,"Santa Clarita, CA","near Santa Clarita Valley Sheriff's Station, Santa Clarita, CA",200.0,several hundred,['https://signalscv.com/2020/05/black-lives-matter-organizes-santa-clarita-protest-against-police-violence/'],CCC
,2020-05-30,"Santa Cruz, CA",", Santa Cruz, CA",200.0,hundreds,"['https://twitter.com/SantaCruzPolice/status/1266841397497221120', 'https://twitter.com/abbey426/status/1266812026040365058']",CCC
,2020-05-30,"Santa Rosa, CA",", Santa Rosa, CA",,,['https://twitter.com/rockmannorwell/status/1266824386524311552'],CCC
,2020-05-30,"Scranton, PA","outside city hall, Scranton, PA",100.0,more than 100,['https://www.pahomepage.com/news/dozens-come-out-to-support-racial-justice/?utm_medium=social&utm_source=twitter_wbrewyou'],CCC
,2020-05-30,"Seaside , CA","intersection of Broadway and Fremont, Seaside , CA",,,['https://twitter.com/photographNic/status/1266827125010518016'],CCC
,2020-05-30,"Seattle, WA","Downtown, Seattle, WA",2000.0,thousands,"['https://twitter.com/amandamsnyder/status/1266849235523141632', 'https://www.capitolhillseattle.com/2020/05/flames-tear-gas-and-gunfire-as-crowds-and-police-clash-in-second-day-of-george-floyd-protests-in-seattle/', 'https://www.king5.com/article/news/local/seattle/seattle-protest-death-of-george-floyd/281-bba2f836-c4a2-48e1-b5df-189527e08a7d']",CCC
,2020-05-30,"Seattle, WA","Westlake Center, Seattle, WA",4500.0,appoximately 4000-5000,"['https://twitter.com/Itjustdawndonme/status/1266479297688072192', 'https://www.capitolhillseattle.com/2020/05/flames-tear-gas-and-gunfire-as-crowds-and-police-clash-in-second-day-of-george-floyd-protests-in-seattle/']",CCC
,2020-05-30,"Sioux Falls, SD",", Sioux Falls, SD",,,['https://twitter.com/storytellerread/status/1266845271851503616'],CCC
,2020-05-30,"Snohomish, WA","2nd and D, Snohomish, WA",400.0,up to 400,"['https://twitter.com/EthanMartez/status/1266642160431988736', 'https://twitter.com/MssoaMartin/status/1266964260585787392']",CCC
,2020-05-30,"South Bend, IN",", South Bend, IN",,,['https://www.southbendtribune.com/news/publicsafety/hundreds-turn-out-for-peaceful-black-lives-matter-protest-in-downtown-south-bend/article_370ae1fc-a792-11ea-a8ae-0fdf57184a15.html'],CCC
,2020-05-30,"South Bend, IN","South Bend Police Department, South Bend, IN",200.0,hundreds,['https://www.southbendtribune.com/news/publicsafety/hundreds-turn-out-for-peaceful-black-lives-matter-protest-in-downtown-south-bend/article_370ae1fc-a792-11ea-a8ae-0fdf57184a15.html'],CCC
,2020-05-30,"Springfield, MO","Battlefield Mall, Springfield, MO",200.0,hundreds,['https://www.news-leader.com/story/news/local/ozarks/2020/05/30/springfield-missouri-george-floyd-protests/5293355002/'],CCC
,2020-05-30,"St. Louis, MO","downtown, St. Louis, MO",1500.0,about 1500,['https://www.kmov.com/news/demonstrators-march-through-st-louis-area-following-death-of-george-floyd/article_26427010-a2bf-11ea-a1b0-7791f304ee99.html'],CCC
,2020-05-30,"Staten Island, NY","200 Bay St; 120th Precinct, Staten Island, NY",200.0,several hundred,['https://www.amny.com/news/al-sharpton-and-eric-garners-mother-seek-justice-for-george-floyd-at-staten-island-protest/'],CCC
,2020-05-30,"Syracuse, NY","in front of police station on South State St, Syracuse, NY",,,"['https://www.youtube.com/watch?v=mytyo7fzoek', 'https://twitter.com/RickyReports/status/1267167591312875528']",CCC
,2020-05-30,"Tacoma, WA","Hilltop, Tacoma, WA",,,['https://twitter.com/OtherWillJames/status/1266866166988824576?s=20'],CCC
,2020-05-30,"Temecula, CA",", Temecula, CA",,,['https://twitter.com/Vallidogs/status/1266842795571941376'],CCC
,2020-05-30,"Toledo, OH","near police hq, Toledo, OH",200.0,hundreds,['https://twitter.com/MichaelTatarTV/status/1266813414862721026'],CCC
,2020-05-30,"Tulsa, OK",", Tulsa, OK",,,['https://twitter.com/JIVazquezOK/status/1266817076615839746'],CCC
,2020-05-30,"Tupelo, MS",", Tupelo, MS",,,['https://twitter.com/MrsHart_Jewelz/status/1266927193722060802'],CCC
,2020-05-30,"Washington, DC","near capitol, Washington, DC",,,['https://twitter.com/GrahamVyse/status/1266799694832943105'],CCC
,2020-05-30,"Washington, DC","near White House, Washington, DC",,,['https://twitter.com/NickHarperFSN/status/1266806746582003712'],CCC
,2020-05-30,"Washington, DC",", Washington, DC",,,['https://twitter.com/4noura/status/1266844546954072065'],CCC
,2020-05-30,"Wilmington, DE","I-95, Wilmington, DE",,,['https://twitter.com/Maritimer/status/1266820272650412033'],CCC
,2020-05-30,"Wilmington , OH",", Wilmington , OH",,,['https://www.wnewsj.com/news/137920/locals-stage-peaceful-protests'],CCC
,2020-05-30,"Wooster, OH",", Wooster, OH",,,['https://www.the-daily-record.com/news/20200531/wooster-joins-police-brutality-protest-efforts'],CCC
,2020-05-31,"Alliance, OH",", Alliance, OH",300.0,over 300,['https://www.buzzfeednews.com/article/annehelenpetersen/black-lives-matter-protests-near-me-small-towns'],CCC
,2020-05-31,"Athens, AL",", Athens, AL",,,['https://twitter.com/AustinKellerman/status/1267192621581111298'],CCC
,2020-05-31,"Atlanta, GA",", Atlanta, GA",,,['https://twitter.com/SuaveSterling/status/1267441452763709442'],CCC
,2020-05-31,"Augusta, GA","Washington Road, Augusta, GA",,,['https://www.augustachronicle.com/news/20200530/augusta-demonstrators-promote-peace-over-violence-in-marches-for-racial-justice'],CCC
,2020-05-31,"Austin, TX","Austin Police Department Headquarters, Austin, TX",,,"['https://www.kvue.com/article/news/local/george-floyd-protest-san-marcos/269-a7d8f987-0210-49e6-847c-797f417b6c57', 'Future.']",CCC
,2020-05-31,"Bar Harbor, ME","village green, Bar Harbor, ME",400.0,over 400,['https://twitter.com/DavidFeldman/status/1267197103530561538'],CCC
,2020-05-31,"Baton Rouge, LA",", Baton Rouge, LA",,,['https://twitter.com/AustinKellerman/status/1267220416411717633'],CCC
,2020-05-31,"Belfast, ME","Post Office Square, Belfast, ME",200.0,around 200,['https://bangordailynews.com/2020/06/01/news/midcoast/tensions-flicker-when-protestors-block-belfast-intersection-at-anti-racism-rally/'],CCC
,2020-05-31,"Belfast, ME",", Belfast, ME",,,['https://bangordailynews.com/2020/06/01/news/midcoast/tensions-flicker-when-protestors-block-belfast-intersection-at-anti-racism-rally/'],CCC
,2020-05-31,"Bellevue, WA","downtown, Bellevue, WA",,,['https://twitter.com/NEWSGUYSULLY/status/1267244100819906565'],CCC
,2020-05-31,"Berea, KY",", Berea, KY",100.0,a hundreds or so,['https://twitter.com/annehelen/status/1267655885725134848'],CCC
,2020-05-31,"Binghamton, NY",", Binghamton, NY",,,['https://twitter.com/karalyn_hope/status/1267203357615296513'],CCC
,2020-05-31,"Birmingham, AL","Kelly Ingram Park, Birmingham, AL",,,['http://www.birminghamtimes.com/2020/06/birmingham-protests-peaceful-by-day-turns-unruly-sunday-evening/'],CCC
,2020-05-31,"Boise, ID",", Boise, ID",250.0,about 300; hundreds,"['https://www.idahostatesman.com/news/local/community/boise/article243139891.html', 'https://twitter.com/ConciergeQ/status/1267248280406126593']",CCC
,2020-05-31,"Boston, MA","outside Government Center T station, Boston, MA",300.0,several hundred,"['https://twitter.com/ErinTiernan/status/1267171154319605761', 'https://twitter.com/WoahIsThatSteve/status/1267281234507554817', 'https://twitter.com/ErinTiernan/status/1267173248527196160']",CCC
,2020-05-31,"Boston, MA","Roxbury’s Nubian Square to the State House, Boston, MA",2000.0,thousands,['https://www.bostonmagazine.com/news/2020/06/01/boston-george-floyd-protest-photos/'],CCC
,2020-05-28,"Boston, MA","Ashmont T Stop, Boston, MA",0.0,dozens,['https://www.masslive.com/springfield/2020/05/george-floyds-death-in-minneapolis-prompts-hundreds-to-protest-police-brutality-outside-springfield-police-headquarters.html'],CCC
,2020-05-29,"Boston, MA","South End, Boston, MA",0.0,hundreds,['https://www.wcvb.com/article/boston-protest-south-end-justice-for-george-floyd/32716388'],CCC
,2020-05-31,"Bozeman, MT",", Bozeman, MT",,,['https://twitter.com/MTProgressives/status/1267178458485977088'],CCC
,2020-05-31,"Brattleboro, VT",", Brattleboro, VT",,,['https://enoughisenough14.org/2020/05/31/2000-vermonters-demonstrate-against-racist-murder-of-george-floyd-cities-across-the-u-s-in-rebellion/'],CCC
,2020-05-31,"Bremerton, WA","Manette Bridge, Bremerton, WA",,,['https://twitter.com/withmeyourheart/status/1267219278886866944'],CCC
,2020-05-31,"Brewton, AL","downtown, Brewton, AL",35.0,30 to 40,['https://www.brewtonstandard.com/2020/06/03/peaceful-protestors-gather-in-downtown-brewton/'],CCC
,2020-05-31,"Bridgeport, CT","by Rt. 8, Bridgeport, CT",,,['https://twitter.com/Onlychamalife/status/1267171855129075714'],CCC
,2020-05-31,"Butler, PA",", Butler, PA",125.0,maybe 100-150,['https://twitter.com/Dead_Epoch/status/1267259348255981568'],CCC
,2020-05-31,"Cape Girardeau, MO",", Cape Girardeau, MO",,,['https://www.krcu.org/post/black-lives-matter-protest-held-cape-girardeau?fbclid=IwAR12KZC5IpFGZrYrZrgz1KfQeNjHUxVHlv39AuIwNOzjxJ-JlXAbh_hSsoI#stream/0'],CCC
,2020-05-31,"Carbondale, IL","Lenus Turley Park, Carbondale, IL",200.0,hundreds,['https://thesouthern.com/news/local/vigil-in-carbondale-mourns-george-floyds-death-demonstrators-call-for-change/article_4252f1b4-e86d-52c2-9f95-8b71b54e0339.html#tracking-source=home-top-story'],CCC
,2020-05-31,"Carrollton, GA",", Carrollton, GA",,,['https://twitter.com/Marcus30117/status/1267228662778249216'],CCC
,2020-05-31,"Carrollton, OH",", Carrollton, OH",2.0,2,['https://www.buzzfeednews.com/article/annehelenpetersen/black-lives-matter-protests-near-me-small-towns'],CCC
,2020-05-31,"Centralia, WA","George Washington Park, Centralia, WA",40.0,about 40,['http://www.chronline.com/news/more-than-300-people-kneel-in-chehalis-in-second-demonstration-against-police-brutality-racism/article_7b9a85e8-a4f4-11ea-b710-1f37a1472569.html'],CCC
,2020-05-31,"Chambersburg, PA",", Chambersburg, PA",,,['https://twitter.com/Emilycgb/status/1267453764669263873'],CCC
,2020-05-31,"Charleston, WV","outside of Charleston City Hall and the Charleston Police Department, Charleston, WV",300.0,a few hundred,['http://wvmetronews.com/2020/05/31/peaceful-protests-over-death-of-george-floyd-social-injustice-crowd-charleston-streets/'],CCC
,2020-05-31,"Charlotte, NC","uptown, Charlotte, NC",,,['https://twitter.com/LexiWCNC/status/1267165447671042048'],CCC
,2020-05-31,"Chattanooga, TN","Hamilton County Jail, Chattanooga, TN",,,['https://www.timesfreepress.com/news/local/story/2020/may/30/hundreds-peacefully-protest-george-floyd-chat/524216/'],CCC
,2020-05-31,"Chattanooga, TN","Walnut Street Bridge, Chattanooga, TN",,,['https://www.timesfreepress.com/news/local/story/2020/may/30/hundreds-peacefully-protest-george-floyd-chat/524216/'],CCC
,2020-05-31,"Chicago, IL","at the Logan Square Monument; to Mayor's House, Chicago, IL",200.0,at least 200,['https://twitter.com/soit_goes/status/1267258470937628674'],CCC
,2020-05-31,"Chisholm, MN",", Chisholm, MN",,,['https://twitter.com/EricKillelea/status/1267223903484743680'],CCC
,2020-05-31,"Clarksburg, WV","the Kelly Miller Community Center, Clarksburg, WV",,,['https://twitter.com/cynbreaksnews/status/1267085924686389248'],CCC
,2020-05-31,"Colorado Springs, CO","moving toward the Police Operations Center, Colorado Springs, CO",,,['https://www.fox21news.com/top-stories/watch-live-protests-in-colorado-springs-stretch-into-second-day/'],CCC
,2020-05-31,"Colorado Springs, CO","Acacia Park, Colorado Springs, CO",36.0,several dozen,"['https://www.fox21news.com/top-stories/watch-live-protests-in-colorado-springs-stretch-into-second-day/', 'https://twitter.com/courtney_fromm/status/1267229983258415106']",CCC
,2020-05-31,"Columbia, MS",", Columbia, MS",,,['https://twitter.com/ashtonpittman/status/1268355562976264193'],CCC
,2020-05-31,"Columbus, OH",", Columbus, OH",0.0,Hundreds,"['https://www.wkyc.com/article/news/local/ohio/hundreds-gather-at-ohio-statehouse-in-columbus-for-fourth-day-of-protests/95-3926f91e-0243-4eb2-a168-ccc8e2f88517', 'https://twitter.com/FreelyCommon/status/1267253324786647040']",CCC
,2020-05-28,"Columbus, OH","state house, Columbus, OH",0.0,,"['https://www.nytimes.com/2020/05/29/us/george-floyd-minneapolis-protests.html', 'https://fox8.com/news/protesters-storm-ohio-statehouse-police-use-tear-gas-to-disperse-crowd/']",CCC
,2020-05-30,"Columbus, OH",", Columbus, OH",0.0,Not Clear,['https://fox8.com/news/businesses-city-property-damaged-after-columbus-protests-turn-violent-prompt-state-of-emergency-in-downtown/'],CCC
,2020-05-29,"Columbus, OH",", Columbus, OH",0.0,hundreds of people ,"['https://twitter.com/ColumbusPolice/status/1266569459554308096', 'https://fox8.com/news/businesses-city-property-damaged-after-columbus-protests-turn-violent-prompt-state-of-emergency-in-downtown/']",CCC
,2020-05-31,"Compton , CA ","Compton MLK Memorial , Compton , CA ",,,"['Future. ', 'https://twitter.com/comptontenants/status/1266478780475822081']",CCC
,2020-05-31,"Conway, AR",", Conway, AR",,,['https://twitter.com/AdenaJ/status/1268016751649927168'],CCC
,2020-05-31,"Darien, CT","Post Road, Darien, CT",,,['https://twitter.com/bdHaeffele/status/1267197183847260164'],CCC
,2020-05-31,"Daytona Beach, FL","along International Speedway Boulevard., Daytona Beach, FL",,,['https://www.clickorlando.com/news/local/2020/05/31/protestors-force-shut-down-of-state-road-408-troopers-say/'],CCC
,2020-05-31,"Daytona Beach Shores, FL",", Daytona Beach Shores, FL",,,['https://www.clickorlando.com/news/local/2020/05/31/protestors-force-shut-down-of-state-road-408-troopers-say/'],CCC
,2020-05-31,"Denver, CO",", Denver, CO",,,['https://twitter.com/stan_mugi/status/1267212840051642376'],CCC
,2020-05-31,"Des Moines, IA",", Des Moines, IA",,,['https://twitter.com/AustinKellerman/status/1267243891553599488'],CCC
,2020-05-31,"El Paso, TX","Memorial Park and marched to El Paso Police Headquarters, El Paso, TX",2000.0,thousands,['https://www.ktsm.com/local/el-paso-news/el-paso-protest-turns-turbulent-after-dark/'],CCC
,2020-05-31,"Elmira, NY",", Elmira, NY",,,['https://twitter.com/AustinKellerman/status/1267169699466444800'],CCC
,2020-05-31,"Emporia, KS","12th and Merchant, Emporia, KS",5.0,a handful,['https://kvoe.com/news/item/48732-emporia-sees-first-protest-related-to-death-of-george-floyd-with-small-gathering-sunday'],CCC
,2020-05-31,"Eugene, OR","at the Wayne Morse Federal Courthouse, Eugene, OR",8500.0,7000-10000,"['https://eugeneweekly.com/2020/06/01/black-lives-matter-protest/', 'https://twitter.com/NonyaBizness321/status/1267638834071613440']",CCC
,2020-05-31,"Evansville, IN",", Evansville, IN",2.0,2,['https://www.courierpress.com/story/news/2020/06/02/protesters-gather-peacefully-evansville-riverfront-monday/5314528002/'],CCC
,2020-05-31,"Fall River, MA","Heritage State Park to Government Center, Fall River, MA",,,"['https://twitter.com/stephhwinnn/status/1266845723750006786', 'https://twitter.com/NewBedfordGuide/status/1267501493567000576']",CCC
,2020-05-31,"Ferndale, MI","downtown, Ferndale, MI",50.0,about 50,['https://twitter.com/TysTakeDaily/status/1267140779866304515'],CCC
,2020-05-31,"Flint, MI","outside Genesee County Jail, Flint, MI",,,"['https://twitter.com/sanosbo1/status/1267251944063733760', 'https://twitter.com/blakekellertv/status/1267217786734030850']",CCC
,2020-05-31,"Florence, AL","post office on Seminary Street  to Lauderdale County Courthouse on Court Street., Florence, AL",24.0,dozens,['https://whnt.com/news/shoals/peaceful-protest-held-in-florence-in-response-to-the-death-of-george-floyd/'],CCC
,2020-05-31,"Flower Mound , TX",", Flower Mound , TX",100.0,over 100,['https://twitter.com/Paulspinkrose/status/1267946713622425603'],CCC
,2020-05-31,"Fort Lauderdale, FL",", Fort Lauderdale, FL",,,['https://twitter.com/EmileeRose/status/1267279129285668864'],CCC
,2020-05-31,"Fort Smith, AR",", Fort Smith, AR",,,['https://twitter.com/AustinKellerman/status/1267167844929765376'],CCC
,2020-05-31,"Fort Worth, TX",", Fort Worth, TX",,,['https://twitter.com/Weddingtornado/status/1267254878163910656'],CCC
,2020-05-31,"Glendale, MO","Sappington Ave, Glendale, MO",100.0,about 100,['https://twitter.com/STLSouthards/status/1267171810568736769'],CCC
,2020-05-31,"Grand Island, NE",", Grand Island, NE",250.0,200-300,['https://twitter.com/annehelen/status/1267841075667824642'],CCC
,2020-05-31,"Great Falls, MT",", Great Falls, MT",350.0,350+,"['https://twitter.com/JamieFord/status/1267628410462859264', 'https://twitter.com/MTProgressives/status/1267178458485977088']",CCC
,2020-05-31,"Green Bay, WI","CityDeck, Green Bay, WI",100.0,~100,['https://twitter.com/rachelhopmayer/status/1267173165186396164'],CCC
,2020-05-31,"Greensburg, PA",", Greensburg, PA",,,['https://twitter.com/SeanStipp/status/1267180725851193344'],CCC
,2020-05-31,"Greenville, SC",", Greenville, SC",,,"['https://twitter.com/joshuacrocker/status/1267220669164589056', 'https://twitter.com/byAmberWorthy/status/1267227006741200897']",CCC
,2020-05-31,"Hattiesburg, MS","Hardy Street, Hattiesburg, MS",30.0,about 30,"['https://twitter.com/SBH__16/status/1267252042147528707', 'https://www.clarionledger.com/story/news/local/2020/05/31/mississippi-mayor-george-floyd-comments-protest-continues-sunday/5299616002/?fbclid=IwAR09VRhDSqdtI2q_i5K5HFGSl1FxcHtx__YY-nBlUJs92ErroLZVWB4FEGw']",CCC
,2020-05-31,"Havre, MT","outside police station, Havre, MT",100.0,more than 100,"['https://www.buzzfeednews.com/article/annehelenpetersen/black-lives-matter-protests-near-me-small-towns', 'https://www.havredailynews.com/story/2020/06/01/local/crowd-gathers-to-walk-for-justice/529125.html']",CCC
,2020-05-31,"Helena, MT",", Helena, MT",,,['https://twitter.com/MTProgressives/status/1267178458485977088'],CCC
,2020-05-31,"Hermitage, PA","near Kraynak’s on East State Street, Hermitage, PA",200.0,nearly 200,['https://www.wkbn.com/news/local-news/protesters-march-streets-of-hermitage/?utm_source=dlvr.it&utm_medium=twitter'],CCC
,2020-05-31,"Hibbing, MN",", Hibbing, MN",,,['https://twitter.com/EricKillelea/status/1267223903484743680'],CCC
,2020-05-31,"Hollidaysburg, PA","amphitheater at Canal Basin Park, Hollidaysburg, PA",200.0,hundreds,['https://www.wearecentralpa.com/news/local-news/residents-gather-at-canal-basin-park-in-hollidaysburg-to-protest-death-of-george-floyd/'],CCC
,2020-05-31,"Hudson, NY",", Hudson, NY",,hundreds,['https://www.hudsonvalley360.com/news/greenecounty/hundreds-rally-in-a-call-for-justice/article_fc8aedcd-f80b-541f-bedc-010df69a0010.html'],CCC
,2020-05-31,"Huntington Beach, CA","pier, Huntington Beach, CA",,,['https://twitter.com/JeongPark52/status/1267164219348115456'],CCC
,2020-05-31,"Idaho Falls, ID",", Idaho Falls, ID",,,['https://www.postregister.com/news/local/protesters-march-to-courthouse-in-idaho-falls-demand-justice-for-george-floyd/article_6577f444-09b2-5436-a53b-b63b0ec74624.html'],CCC
,2020-05-31,"Indianapolis, IN",", Indianapolis, IN",,,['https://twitter.com/AustinKellerman/status/1267223463569362949'],CCC
,2020-05-31,"Jacksonville, FL","at Duval County Courthouse, Jacksonville, FL",36.0,several dozen,['https://twitter.com/BrittMullerNews/status/1267111087184453632'],CCC
,2020-05-31,"Jonesboro, AR",", Jonesboro, AR",,,['https://twitter.com/QWphoto/status/1267220587862253571'],CCC
,2020-05-31,"Kankakee, IL","Kankakee Courthouse, Kankakee, IL",30.0,30+,['https://twitter.com/Photog_Tiffany/status/1267253933724110848'],CCC
,2020-05-31,"Kansas City, MO",", Kansas City, MO",1000.0,nearly a thousand,['https://twitter.com/NickStarlingTV/status/1267171797469999104'],CCC
,2020-05-31,"Kokomo, IN","Superior and Washington , Kokomo, IN",200.0,about 200,['https://twitter.com/annehelen/status/1268374569229795330'],CCC
,2020-05-31,"Lafayette, IN","Courthouse, Lafayette, IN",,,"['Future.', 'https://www.purdueexponent.org/city_state/article_96c99da4-a1ed-11ea-aed2-bbb428ca02b7.html']",CCC
,2020-05-31,"Lakeland, FL","Munn Park, Lakeland, FL",200.0,hundreds,['https://twitter.com/WFLAStaci/status/1267145024019615744'],CCC
,2020-05-31,"Lancaster, PA",", Lancaster, PA",,,['https://twitter.com/worldofjeremiah/status/1267258004719783936'],CCC
,2020-05-31,"Lansing, MI","outside capitol, Lansing, MI",,,['https://twitter.com/MariaHorford/status/1267125049208778753'],CCC
,2020-05-31,"Lansing, MI",", Lansing, MI",,,['https://twitter.com/WKARnews/status/1267259152465907712'],CCC
,2020-05-31,"Las Vegas, NV","in front of Mandalay Bay along Las Vegas Blvd., Las Vegas, NV",30.0,around 30,['https://twitter.com/JeremyChenKTNV/status/1267250341738733568'],CCC
,2020-05-31,"Lawrence, KS","Massachusetts Street, Lawrence, KS",200.0,hundreds,['https://twitter.com/NicoleAsbury/status/1267260546816114689'],CCC
,2020-05-31,"Leesburg, VA","Leesburg Town Hall Green, Leesburg, VA",1500.0,more than 1500,['https://twitter.com/nathanielcline/status/1267442030365609984'],CCC
,2020-05-31,"Levittown, PA","Five Points, Levittown, PA",50.0,about 50,['https://www.buckscountycouriertimes.com/news/20200531/about-50-stage-peaceful-protest-at-five-points-in-levittown'],CCC
,2020-05-31,"Lexington, KY","downtown; in front of police headquarters on Main Street, Lexington, KY",,,"['https://www.kentucky.com/news/local/counties/fayette-county/article243145126.html', 'https://www.kentucky.com/news/local/article243160956.html']",CCC
,2020-05-31,"Lincoln, NE",", Lincoln, NE",,,['https://twitter.com/chelsemariex/status/1267249602941640705'],CCC
,2020-05-31,"Litchfield, CT","Litchfield Green, Litchfield, CT",300.0,about 300,['https://www.registercitizen.com/news/article/Litchfield-residents-demonstrate-support-of-Black-15315405.php?fbclid=IwAR30h5iZr5QxaKeZaJxQL62fVESk96nKqUJssq6ywtmywViSmlhP9p3JCUg'],CCC
,2020-05-31,"Long Beach, CA",", Long Beach, CA",,,['https://twitter.com/KNXmargaret/status/1267215610871599104'],CCC
,2020-05-31,"Los Angeles, CA","downtown, Los Angeles, CA",,,['https://twitter.com/EatThan27/status/1267212786985127936'],CCC
,2020-05-31,"Lufkin, TX",", Lufkin, TX",100.0,more than a hundred,['https://twitter.com/DaLyahJ/status/1267233448680402944'],CCC
,2020-05-31,"Marion, IN",", Marion, IN",100.0,more than 100,['https://www.chronicle-tribune.com/news/local/locals-protest-death-of-george-floyd/article_44cbd10d-395c-55a2-bfad-1ec0295e43eb.html'],CCC
,2020-05-31,"Marquette, MI",", Marquette, MI",,,['https://www.uppermichiganssource.com/content/news/Peaceful-protests-continue-in-downtown-Marquette-for-third-day-570940981.html'],CCC
,2020-05-31,"Martinsburg, WV",", Martinsburg, WV",,,['https://twitter.com/rawralittlemore/status/1267205193407647746'],CCC
,2020-05-31,"Martinsburg, WV",", Martinsburg, WV",,,['https://twitter.com/rawralittlemore/status/1267205193407647746'],CCC
,2020-05-31,"Maui, HI","ocean, Maui, HI",300.0,around 300,['https://twitter.com/MBVD/status/1267935133853597696'],CCC
,2020-05-31,"Midland, TX","Midland Park Mall, Midland, TX",200.0,hundreds,['https://marfapublicradio.org/blog/already-terrified-by-a-local-arrest-video-midlanders-rally-as-national-protests-of-police-brutality-continue/'],CCC
,2020-05-31,"Milwaukee, WI","Washington Park bandshell, Milwaukee, WI",300.0,at least 300,"['https://twitter.com/talisseer/status/1267199881745182727', 'https://twitter.com/MKEStories/status/1267629126002921472', 'https://twitter.com/talisseer/status/1267212826340470789']",CCC
,2020-05-31,"Minneapolis, MN",", Minneapolis, MN",2000.0,thousands,['https://twitter.com/DavidBegnaud/status/1267230274468929537'],CCC
,2020-05-31,"Minot, ND",", Minot, ND",,,['https://twitter.com/shannon_rev/status/1267212797345181696'],CCC
,2020-05-31,"Mobile, AL",", Mobile, AL",,,['https://twitter.com/AustinKellerman/status/1267170198496436224'],CCC
,2020-05-31,"Monroe, NY",", Monroe, NY",,,['https://twitter.com/butlikesrsly/status/1267261446343229440'],CCC
,2020-05-31,"Morgan Hill, CA",", Morgan Hill, CA",,,['https://twitter.com/RHandaNBC/status/1267279049765695494'],CCC
,2020-05-31,"Mountain View, CA","intersection of Castro Street and El Camino Real, Mountain View, CA",250.0,250,"['http://mvv4peace.org/protest-again-friday-june-5/', 'https://www.paloaltoonline.com/news/2020/06/01/weekend-demonstrations-extend-into-monday-as-peninsula-residents-protest-death-of-george-floyd']",CCC
,2020-05-31,"Mt. Vernon, ME","Corner of Maine State Highway 41 & Main St., Mt. Vernon, ME",8.5,7-10,['online submission'],CCC
,2020-05-31,"Muskegon, MI",", Muskegon, MI",,,['https://twitter.com/brightlaurmani/status/1267225282290888705'],CCC
,2020-05-31,"Myrtle Beach, SC",", Myrtle Beach, SC",,,['https://twitter.com/AustinKellerman/status/1267179213611728896'],CCC
