,date,city_st,size,size_str,urls,collection
319,2020-06-04,"Enfield, CT",,more than 300 people,['https://www.courant.com/community/enfield/hc-en-enfield-blm-protest-0611-20200605-t3l5fezlyzfzxomd7v6c343eym-story.html'],Wikipedia
320,2020-06-02,"Fairfield, CT",200.0,hundreds,"['https://patch.com/connecticut/fairfield/protest-closes-post-road-downtown-fairfield/', 'https://imgur.com/a/wso2UJP']",Wikipedia
321,2020-03-01,"Glastonbury, CT",,,[],Wikipedia
322,2020-06-01,"Greenwich, CT",24.0,Several dozen,"['https://www.greenwichtime.com/local/article/We-re-not-here-for-the-same-reasons-15309501.php', 'http://connecticut.news12.com/story/42197893/protesters-rally-near-greenwich-pd-over-death-of-george-floyd-in-minneapolis']",Wikipedia
323,2020-06-06,"Groton, CT",,,[],Wikipedia
324,2020-03-01,"Hamden, CT",,,[],Wikipedia
325,2020-05-29,"Hartford, CT",200.0,hundreds,"['https://www.wfsb.com/news/rally-held-against-police-brutality-racial-discrimination-in-hartford/article_76451b7a-a1f8-11ea-8cb9-ff8793730be5.html', 'https://www.courant.com/news/connecticut/hc-news-hartford-protest-police-brutality-20200530-o3ge6bxtbvc6rcjcnrwkkolhgi-story.html', 'https://www.nbcconnecticut.com/news/local/multiple-protests-for-george-floyd-to-be-held-across-conn/2283834/']",Wikipedia
326,2020-06-06,"Manchester, CT",,,['https://www.nbcconnecticut.com/news/local/multiple-protests-for-george-floyd-to-be-held-across-conn/2283834/'],Wikipedia
327,2020-01-04,"Middletown, CT",200.0,hundreds,['https://www.middletownpress.com/middletown/article/Hundreds-turn-out-for-incident-free-rally-march-15306477.php'],Wikipedia
328,2020-06-06,"Meriden, CT",,six,[],Wikipedia
329,2020-06-04,"New Canaan, CT",,,['http://connecticut.news12.com/story/42212345/peaceful-protesters-march-for-unity-in-new-canaan'],Wikipedia
330,2020-05-31,"New Haven, CT",,"roughly 1,000","['https://www.newhavenindependent.org/index.php/archives/entry/protest2/', 'https://www.newhavenindependent.org/index.php/archives/entry/youth_protest_black_lives_matter/']",Wikipedia
331,2020-05-30,"New London, CT",24.0,Dozens,['https://www.wtnh.com/video/peaceful-protest-in-new-london-supporting-george-floyd-saturday/'],Wikipedia
333,2020-05-31,"Stamford, CT",200.0,Hundreds,['https://dailyvoice.com/connecticut/stamford/news/hundreds-attend-stamford-protest-that-includes-eight-minute-kneel-of-silence-for-george-floyd/788719/'],Wikipedia
334,2020-05-30,"Stratford, CT",,a few hundred,['https://patch.com/connecticut/stratford/hundreds-stratford-protest-police-brutality-after-floyd-death'],Wikipedia
335,2020-06-06,"Trumbull, CT",,,['https://www.nbcconnecticut.com/news/local/multiple-protests-for-george-floyd-to-be-held-across-conn/2283834/'],Wikipedia
336,2020-01-01,"Waterbury, CT",,"two, 28",['https://www.nbcconnecticut.com/news/local/at-least-a-dozen-protesters-seen-being-detained-in-waterbury/2280079/'],Wikipedia
337,2020-06-01,"Weston, CT",,,[],Wikipedia
338,2020-05-31,"Westport, CT",100.0,hundred,['https://westportnow.com/index.php?/v3/comments/a_westport_protest/'],Wikipedia
339,2020-06-06,"Windsor, CT",,,[],Wikipedia
340,2020-06-05,"Clearwater, FL",,,['https://www.tampabay.com/news/clearwater/2020/06/05/clearwater-protesters-sat-down-together-at-coachman-park-heres-why/'],Wikipedia
341,2020-05-31,"Daytona Beach, FL",,approximately 75 people,['https://www.news-journalonline.com/news/20200531/hundreds-gather-in-port-orange-daytona-to-protest-death-of-george-floyd-in-minneapolis'],Wikipedia
342,2020-05-31,"Fort Walton Beach, FL",,,"['https://weartv.com/news/local/protesters-demonstrate-in-fort-walton-beach-after-death-of-george-floyd', 'https://www.nwfdailynews.com/photogallery/DA/20200531/PHOTOGALLERY/531009994/PH/1']",Wikipedia
343,2020-05-30,"Gainesville, FL",,roughly 1000,"['https://www.tampabay.com/news/breaking-news/2020/05/30/group-gathers-at-tampa-police-headquarters-to-in-peaceful-demonstration-against-george-floyd-killing/', 'https://www.tampabay.com/news/breaking-news/2020/05/30/group-gathers-at-tampa-police-headquarters-to-in-peaceful-demonstration-against-george-floyd-killing/']",Wikipedia
344,2020-01-04,"Jacksonville, FL",,about 1200 people,"['https://www.news4jax.com/news/local/2020/05/30/demonstrators-in-jacksonville-join-national-i-cant-breathe-protests/', 'https://www.news4jax.com/news/local/2020/05/31/sheriff-several-officers-attacked-1-stabbed-in-neck-amid-jacksonville-protests/', 'https://www.news4jax.com/news/local/2020/05/30/demonstrators-in-jacksonville-join-national-i-cant-breathe-protests/']",Wikipedia
345,2020-06-03,"Navarre, FL",,approximately 120 protesters,['https://www.pnj.com/story/news/2020/06/03/george-floyd-protests-activists-hold-candlelight-vigil-navarre/3140315001/'],Wikipedia
346,2020-05-30,"Orlando, FL",,"Two, one, 150, 408","['https://www.orlandoweekly.com/Blogs/archives/2020/05/30/protesters-in-orlando-demand-justice-for-george-floyd-from-windermere-to-orlando', 'https://www.orlandoweekly.com/Blogs/archives/2020/06/01/anti-racism-protests-all-weekend-in-orlando-and-around-the-world-call-for-justice-for-george-floyd', 'https://www.orlandosentinel.com/news/breaking-news/os-ne-george-floyd-protests-saturday-20200606-e2hmreb46zafzpk34mo62ndxw4-story.html']",Wikipedia
347,2020-06-03,"Palm Coast, FL",200.0,around 200 protesters,['https://www.news-journalonline.com/news/20200603/palm-coast-protesters-march-in-support-of-black-lives-matter-movement'],Wikipedia
348,2020-05-30,"Panama City, FL",,,['https://www.mypanhandle.com/news/a-small-group-gathers-on-the-hathaway-bridge-to-protest/'],Wikipedia
349,2020-01-03,"Pensacola, FL",400.0,about 400 people,['https://www.pnj.com/story/news/2020/05/30/george-floyd-pensacola-caravan-honors-tymar-crawford/5291879002/'],Wikipedia
350,2020-05-31,"Port Orange, FL",500.0,500,['https://www.news-journalonline.com/news/20200531/hundreds-gather-in-port-orange-daytona-to-protest-death-of-george-floyd-in-minneapolis'],Wikipedia
351,2020-06-06,"Port St. Lucie, FL",200.0,about 200 protesters,['https://www.tcpalm.com/story/news/local/st-lucie-county/2020/06/06/peaceful-demonstration-planned-between-port-st-lucie-city-hall-and-police-department/3164430001/'],Wikipedia
352,2020-06-03,"Sarasota, FL",,About 200,['https://www.heraldtribune.com/news/20200603/protesters-march-through-sarasota-again-despite-rain'],Wikipedia
353,2020-01-01,"St. Petersburg, FL",200.0,hundreds,['https://www.tampabay.com/news/breaking-news/2020/05/30/group-gathers-at-tampa-police-headquarters-to-in-peaceful-demonstration-against-george-floyd-killing/'],Wikipedia
354,2020-05-30,"Tallahassee, FL",200.0,hundreds,"['https://www.wtxl.com/news/local-news/tallahassee-police-investigating-after-truck-drives-through-downtown-protest', 'https://www.tallahassee.com/story/news/2020/05/30/protests-erupt-tallahassee-after-minneapolis-local-police-involved-shootings/5291951002/']",Wikipedia
355,2020-05-30,"Tampa, FL",200.0,hundreds,['https://www.tampabay.com/news/breaking-news/2020/05/30/group-gathers-at-tampa-police-headquarters-to-in-peaceful-demonstration-against-george-floyd-killing/'],Wikipedia
356,2020-01-01,"Temple Terrace, FL",200.0,hundreds,"['https://www.tampabay.com/news/breaking-news/2020/05/30/group-gathers-at-tampa-police-headquarters-to-in-peaceful-demonstration-against-george-floyd-killing/', 'https://www.tampabay.com/news/breaking-news/2020/05/30/group-gathers-at-tampa-police-headquarters-to-in-peaceful-demonstration-against-george-floyd-killing/']",Wikipedia
358,2020-06-01,"Boca Raton, FL",200.0,Hundreds,"['https://www.sun-sentinel.com/local/palm-beach/boca-raton/fl-ne-town-center-mall-protest-20200601-6k4vneyyirao7ctfkbexwdlthm-story.html', 'https://www.sun-sentinel.com/local/palm-beach/boca-raton/fl-ne-town-center-mall-protest-20200601-6k4vneyyirao7ctfkbexwdlthm-story.html']",Wikipedia
359,2020-06-01,"Boynton Beach, FL",,70,['https://www.palmbeachpost.com/news/20200601/new-close-to-70-boynton-protesters-heading-east-on-boynton-beach-blvd'],Wikipedia
360,2020-06-03,"Delray Beach, FL",,"250, 300",['https://www.wflx.com/2020/06/04/coranavirus-deaths-rise-by-state-palm-beach-county-cases-surge/'],Wikipedia
361,2020-05-30,"Lake Worth Beach, FL",200.0,hundreds,['https://www.wflx.com/2020/05/30/group-protesters-gather-lake-worth-beach/'],Wikipedia
362,2020-05-31,"Palm Beach (town), FL",,,"['https://www.palmbeachpost.com/news/20200531/west-palm-issues-curfew-after-demonstrators-face-off-with-police-on-clematis', 'https://www.palmbeachpost.com/news/20200602/floyd-protests-woman-80-is-sole-protester-at-event-in-town-of-palm-beach']",Wikipedia
363,2020-05-31,"West Palm Beach, FL",,"Several hundred, 6, 7, 8, 9","['https://www.palmbeachpost.com/news/20200531/west-palm-issues-curfew-after-demonstrators-face-off-with-police-on-clematis', 'https://www.sun-sentinel.com/local/broward/fort-lauderdale/fl-ne-fort-lauderdale-protests-20200601-ojuoemyfnjfl7ak7cmgicz5ubq-story.html', 'https://twitter.com/PHILLYNCH561/status/1267294656745869314', 'https://twitter.com/westpalmbch/status/1267258794687553536', 'https://www.palmbeachpost.com/news/20200531/west-palm-issues-curfew-after-demonstrators-face-off-with-police-on-clematis']",Wikipedia
364,2020-05-31,"Coral Springs, FL",,"50, Some 30",[],Wikipedia
365,2020-06-02,"Broward County Library. A line of sheriff's deputies blocked the north side of the intersection; Fort Lauderdale police officers stood in a line on the east side. Officers were equipped with riot gear, including helmets and shields. Some officers were on horses, and armored vehicles were deployed. Windows were broken in stores and government buildings; two were arrested for looting. An art work valued at $58,000 was destroyed. Police used tear gas and percussion grenades. About 8, FL",,,"['https://www.sun-sentinel.com/local/broward/fl-ne-george-floyd-lauderhill-protest-20200531-zsl3kdb2yzekbkle5tpledrtwm-story.html', 'https://www.sun-sentinel.com/local/broward/fl-ne-broward-curfew-week-order-20200601-kk25oagqj5e5dn7pxzkhi5puz4-story.html']",Wikipedia
366,2020-06-02,"Sunrise, FL",,,"['https://www.miamiherald.com/news/local/community/miami-dade/article243208756.html', 'https://www.local10.com/news/local/2020/06/02/coral-springs-students-start-rally-to-take-a-stand/', 'https://www.miamiherald.com/news/local/community/miami-dade/article243208756.html']",Wikipedia
367,2020-05-30,"Coral Gables, FL",100.0,about 100 people,"['https://www.miamiherald.com/news/local/community/miami-dade/article243112921.html', 'https://www.miamiherald.com/news/local/community/miami-dade/coral-gables/article243112321.html']",Wikipedia
368,2020-06-03,"Marco Island, FL",,more than 50 people,"['https://www.naplesnews.com/story/news/crime/2020/06/04/george-floyd-man-arrested-carrying-ar-15-style-rifle-marco-island-while-protesters-marched/3146270001/', 'https://www.naplesnews.com/story/news/local/2020/06/04/marco-island-police-arrests-two-wednesday-during-protest/3141330001/']",Wikipedia
369,2020-06-01,"Bonita Springs, FL",,over 30 protesters,"['https://www.news-press.com/story/news/local/2020/06/02/bonita-springs-black-lives-matter-peaceful-protest-held-after-george-floyd-death/5310205002/', 'https://www.news-press.com/story/news/local/2020/06/05/riverside-park-bonita-springs-vandalized-councilman-offers-reward-information/3153729001/']",Wikipedia
370,2020-05-30,"Albany, GA",,about 40 or 50,['https://www.albanyherald.com/news/albany-protesters-hold-peaceful-demonstration/article_fe38c644-a2a2-11ea-8ebd-dfb499b56812.html'],Wikipedia
371,2020-05-29,"Athens, GA",,,"['https://www.onlineathens.com/photogallery/GA/20200529/NEWS/529009996/PH/1', 'https://www.redandblack.com/athensnews/breaking-police-use-tear-gas-to-disperse-athens-protesters-at-the-arch/article_5e97af30-a3c7-11ea-908b-ef05bcd17fce.html']",Wikipedia
372,2020-05-31,"Atlanta, GA",,"hundreds, 425, 51","['https://www.cnn.com/2020/05/29/us/cnn-center-vandalized-protest-atlanta-destroyed/index.html', 'https://web.archive.org/web/20200530160628/https://www.espn.com/college-football/story/_/id/29244470/college-football-hof-damaged-protesters', 'https://edition.cnn.com/us/live-news/george-floyd-protests-05-30-20/h_a4436b05df0c7969ba616bd4b3d1ff17', 'https://www.fox5atlanta.com/news/gov-kemp-declares-state-of-emergency-in-fulton-county-in-response-to-violent-protests-in-atlanta', 'https://web.archive.org/web/20200530140141/https://www.ajc.com/news/crime--law/atlanta-responds-george-floyd-killing-apd-chief-calls-out-cops-involved/JQWwQosjV3KszlbEengCAL/', 'https://www.theday.com/article/20200530/NWS13/200539970', 'https://www.ajc.com/news/crime--law/arrest-totals-yet-after-night-violent-protests-atlanta/3p5rpsQ30h8YWhISLgpf3H/', 'https://www.atlantapd.org/Home/Components/News/News/242/17', 'https://www.ajc.com/news/police-body-camera-footage-reveals-details-confrontation/Yuf6RChoROUdKJkwsUyQSK/', 'https://apnews.com/878c149e1107abfcabe762a1c9915ba0', 'https://archive.today/20200602180721/https://www.ajc.com/news/breaking-news/live-fulton-announces-findings-atlanta-police-excessive-force-case/IwWL0tioOHNAtC29Ad2xGL/', 'https://www.ajc.com/news/crime--law/majority-protesters-arrested-last-weekend-were-from-atlanta-figures-show/uberbc97GLizAXDSVgpNEN/']",Wikipedia
373,2020-05-30,"Augusta, GA",,about 60 people,"['https://www.wjbf.com/top-stories/protesters-gather-on-wrightsboro-road-saturday-for-a-peaceful-march/', 'https://www.wrdw.com/content/news/Hundreds-marched-down-Washington-Road-in-unity-chanting-WE-cant-breathe-570906321.html']",Wikipedia
374,2020-05-31,"Carrollton, GA",,Over 100,"['https://www.youtube.com/watch?v=RA9sPtniivo', 'https://www.fox5atlanta.com/news/carrollton-police-officers-dance-to-cupid-shuffle-with-protesters', 'https://mlkcoalition.com/commemorative-brick-sale/', 'https://www.waymarking.com/waymarks/WM7QF4_Carroll_County_Confederate_Monument_Carrollton_Georgia']",Wikipedia
375,2020-05-30,"Cartersville, GA",200.0,about 200 protesters,"['https://www.ajc.com/news/local/violence-doesn-solve-anything-protesters-exhibit-peace-unity-cartersville-rally/Z04eiwGmIkMZlSxeQn5ABI/', 'https://daily-tribune.com/stories/hundreds-turn-out-for-demonstration-in-bartow,25105']",Wikipedia
376,2020-01-05,"Columbus, GA",220.0,over 200 protesters,['https://www.ledger-enquirer.com/news/local/article243139011.html'],Wikipedia
377,2020-06-01,"Dalton, GA",24.0,several dozen,['https://newschannel9.com/news/local/peaceful-protesters-in-dalton-seek-justice-reform'],Wikipedia
378,2020-06-01,"Kennesaw, GA",120.0,over 100 protesters,['https://www.mdjonline.com/news/peaceful-protests-in-kennesaw-marietta-draw-hundreds/article_bc7c3850-a36d-11ea-a019-eb9079f97dd6.html'],Wikipedia
379,2020-05-31,"Macon, GA",,"Hundreds, two",['https://www.macon.com/news/local/article243141786.html'],Wikipedia
380,2020-06-01,"Marietta, GA",120.0,over 100 protesters,['https://www.11alive.com/article/news/local/mynews/east-cobb/protesters-work-with-police-to-hold-peaceful-march-in-downtown-marietta/85-9ecc0df9-ec48-48dc-93f5-83a826e01dda'],Wikipedia
381,2020-05-30,"Newnan, GA",24.0,Dozens,['https://times-herald.com/news/2020/05/protests-over-floyd-arbery-deaths-in-downtown-newnan'],Wikipedia
382,2020-01-01,"Rome, GA",,about 100,"['https://apnews.com/18f192c9ce0cdfc5c10c6b1e17192ac4', 'http://www.wrganews.com/2020/05/31/video-peaceful-protest-in-downtown-rome-sunday/']",Wikipedia
383,2020-06-06,"Sandy Springs, GA",,around 250,"['https://www.reporternewspapers.net/2020/06/09/sandy-springs-mayor-attends-protest-applauds-activism/', 'https://www.reporternewspapers.net/2020/06/08/protesters-at-sandy-springs-city-hall-condemn-racism-police-brutality/']",Wikipedia
384,2020-05-31,"Savannah, GA",200.0,hundreds,['https://www.wjcl.com/article/watch-live-protesters-march-in-savannah-in-response-to-death-of-george-floyd/32723081'],Wikipedia
385,2020-01-05,"Thomasville, GA",,Nearly 100,['https://www.timesenterprise.com/news/ga_fl_news/peaceful-protest-draws-dozens-of-marchers/article_26e629e8-a388-11ea-88e3-570475ff9b59.html'],Wikipedia
386,2020-05-30,"Valdosta, GA",50.0,about 50 protesters,"['https://www.valdostadailytimes.com/news/local_news/valdosta-crowd-protests-george-floyds-death/article_e3a5fad6-acd0-5333-a530-2e83f40e4f6e.html', 'https://www.valdostadailytimes.com/news/sheriff-protestor-tussle-over-sign-in-front-of-lowndes-courthouse/article_ff2854b2-a607-11ea-8e1a-e3683f2d1d07.html']",Wikipedia
387,2020-05-30,"Warner Robins, GA",24.0,dozens,"['https://www.13wmaz.com/article/life/protesters-gather-in-peace-in-warner-robins/93-ca001f00-ed6f-425d-b394-2ed97b49afe5', 'https://www.onlineathens.com/news/20200531/kemp-authorizes-3000-guard-troops-for-protests-in-georgia']",Wikipedia
388,2020-01-01,"Aurora, IL",,about 500 people,['https://www.chicagotribune.com/news/breaking/ct-george-floyd-chicago-protests-20200601-mrgv3rsz3fgztlu5lyrsyuolr4-story.html'],Wikipedia
389,2020-01-01,"Barrington, IL",200.0,Hundreds,['https://www.dailyherald.com/news/20200605/hundreds-gather-in-barrington-to-educate-people-on-black-lives'],Wikipedia
390,2020-06-03,"Belleville, IL",,around 175 people,['https://www.bnd.com/news/local/community/belleville/article243230081.html'],Wikipedia
391,2020-05-29,"Bloomington, IL",,around 10 to 15,['https://week.com/2020/05/29/protesters-against-police-brutality-show-up-at-busy-twin-cities-intersection/'],Wikipedia
392,2020-01-01,"Blue Island, IL",,,['https://www.nbcchicago.com/news/local/chicago-suburbs-prepare-for-protests-potential-vandalism-sunday/2281227/'],Wikipedia
