date,city_st,urls,collection
05/30/2020,"Clayton, MO",['https://fox2now.com/news/protesters-take-to-streets-in-downtown-clayton-following-police-involved-deaths/'],New York Times
05/30/2020,"Davenport, IA",['https://www.wqad.com/article/news/hundreds-march-through-davenport-to-protest-the-death-of-george-floyd/526-8101af12-9a66-4a8b-a5e2-c5e59d733141'],New York Times
05/30/2020,"Madison, WI",['https://madison.com/wsj/news/local/crime-and-courts/groups-shut-down-beltline-weather-storm-to-protest-george-floyds-death/article_8a387498-a9cd-5987-ae16-88fdf4d5edaa.html'],New York Times
05/30/2020,"Bloomington, IL",['https://www.pantagraph.com/news/local/public_safety/watch-now-bloomington-comes-together-to-protest-floyd-killing/video_e11b5481-b52b-5179-b9c9-ebad44ab3d87.html'],New York Times
05/30/2020,"New Paltz, NY",['https://hudsonvalleyone.com/2020/05/31/protesters-demand-justice-and-racial-equity/'],New York Times
05/30/2020,"Scranton, PA",['https://www.pahomepage.com/news/dozens-come-out-to-support-racial-justice/'],New York Times
05/30/2020,"Flower Mound, TX",['https://www.crosstimbersgazette.com/2020/06/03/flower-mound-residents-come-together-to-rally-for-black-lives/'],New York Times
05/30/2020,"Wilmington, NC",['https://www.starnewsonline.com/news/20200531/updates-from-sunday-nightrsquos-protest-in-downtown-wilmington'],New York Times
05/30/2020,"Chico, CA",['https://www.chicoer.com/2020/06/03/about-200-people-turn-out-for-peaceful-protest-in-chico/'],New York Times
05/30/2020,"Lexington, KY",['https://www.kentucky.com/news/local/counties/fayette-county/article243145126.html'],New York Times
05/30/2020,"Charleston, SC",['https://www.counton2.com/news/local-news/charleston-county-news/daylight-reveals-damage-after-peaceful-protests-turned-violent-in-downtown-charleston-overnight-saturday/'],New York Times
05/30/2020,"Hyannis, MA",['https://www.capecodtimes.com/news/20200530/protesters-in-hyannis-it-needs-to-end-now'],New York Times
05/30/2020,"Woodstock, GA",['https://www.tribuneledgernews.com/local_news/people-peacefully-protest-in-woodstock/collection_a48589ca-a437-11ea-8525-07fe2d2b04e8.html'],New York Times
05/30/2020,"Waterloo, IA",['https://www.kcrg.com/2020/05/31/thousands-gather-in-downtown-waterloo-to-protest-killing-of-george-floyd/'],New York Times
