id,date,city_st,location,size,size_str,urls,collection
7338,2017-09-15,"St. Louis, MO","St. Louis, MO",2000.0,2000.0,"['http://www.kob.com/us-news/the-latest-prosecutor-officer-planted-gun-after-shooting/4560381/?cat=500', 'http://www.watertowndailytimes.com/national/st-louis-protesters-surround-mayors-house-windows-broken-paint-thrown-20170916', 'http://www.timesfreepress.com/news/breakingnews/story/2017/sep/16/st-louis-protesters-go-upscale-malls-suburbs/449458/', 'http://www.unionleader.com/article/20170918/NEWS07/170919236', 'http://www.ajc.com/news/national/elderly-woman-knocked-ground-police-during-louis-protest/W9Qu57YONleffZTYWvpJtK/', 'http://www.stltoday.com/news/local/metro/krewson-calls-interim-police-chief-s-protest-remarks-inflammatory-but/article_5222e12e-bea6-5c25-80f6-d5208ab64cde.html', 'http://nbc4i.com/2017/09/22/aclu-sues-st-louis-over-treatment-of-protesters/', 'http://news.stlpublicradio.org/post/first-wave-stockley-verdict-protesters-must-wait-longer-see-if-they-face-charges', 'https://www.ky3.com/content/news/St-Louis-alderwoman-sues-city-over-tear-gas-at-protest-494425721.html', 'https://www.myjournalcourier.com/news/crime/article/St-Louis-alderwoman-sues-city-over-tear-gas-at-13259551.php', 'https://www.kmov.com/officers-indicted-in-beating-of-fellow-officer-during-stockley-protest/video_78aeef6a-5f5b-5b45-b502-6f3a5f59830a.html', 'https://www.usatoday.com/story/news/nation/2018/12/01/charges-st-louis-cops-said-beating-protestors-would-blast/2168529002/', 'http://www.stlamerican.com/news/local_news/fifth-officer-charged-in-beatdown-of-undercover-cop-at-protest/article_f3ef2044-2114-11ea-b5fa-c3d9e2026938.html', 'http://www.stlamerican.com/news/political_eye/fifth-officer-charged-in-beatdown-of-undercover-cop-at-stockley/article_c33106c4-220f-11ea-ab33-2b3018f272d6.html']",Count Love
7355,2017-09-16,"Des Peres, MO","West County Center, Des Peres, MO",200.0,200.0,"['http://news.stlpublicradio.org/post/people-st-louis-continue-protest-not-guilty-verdict-jason-stockley-murder-trial', 'http://myfox8.com/2017/09/17/multiple-protesters-arrested-after-violence-erupts-windows-smashed-during-protests-against-stockley-verdict/', 'http://www.norwichbulletin.com/news/20170916/st-louis-protesters-go-to-upscale-malls-suburbs']",Count Love
7361,2017-09-16,"University City, MO","Heman Park, University City, MO",100.0,100.0,"['http://news.stlpublicradio.org/post/people-st-louis-continue-protest-not-guilty-verdict-jason-stockley-murder-trial', 'http://myfox8.com/2017/09/17/multiple-protesters-arrested-after-violence-erupts-windows-smashed-during-protests-against-stockley-verdict/', 'http://www.uticaod.com/news/20170917/protesters-rallied-in-st-louis-on-3rd-day-of-demonstrations']",Count Love
7363,2017-09-16,"St. Louis, MO","Downtown, St. Louis, MO",2000.0,2000.0,"['http://news.stlpublicradio.org/post/people-st-louis-continue-protest-not-guilty-verdict-jason-stockley-murder-trial', 'http://myfox8.com/2017/09/17/multiple-protesters-arrested-after-violence-erupts-windows-smashed-during-protests-against-stockley-verdict/', 'http://www.unionleader.com/article/20170918/NEWS07/170919236']",Count Love
7365,2017-09-16,"Chesterfield, MO","Chesterfield Mall, Chesterfield, MO",,nan,"['http://www.cadillacnews.com/news/national/st-louis-protesters-go-to-upscale-malls-suburbs/article_becaed0d-f50c-5a23-807f-6f6261efd1f2.html', 'http://www.timesfreepress.com/news/breakingnews/story/2017/sep/16/st-louis-protesters-go-upscale-malls-suburbs/449458/', 'http://www.norwichbulletin.com/news/20170916/st-louis-protesters-go-to-upscale-malls-suburbs']",Count Love
7374,2017-09-17,"St. Louis, MO","St. Louis, MO",1000.0,1000.0,"['http://www.stltoday.com/news/local/govt-and-politics/protesters-gather-outside-st-louis-police-headquarters-march-through-slu/article_ebf53117-0396-515c-a6c2-84d50c6bbdfc.html', 'http://www.unionleader.com/article/20170918/NEWS07/170919236', 'http://www.semissourian.com/story/2445040.html', 'http://news.stlpublicradio.org/post/know-your-protest-rights-it-can-be-raucous-it-can-be-loud-it-can-be-angry', 'http://nbc4i.com/2017/09/22/aclu-sues-st-louis-over-treatment-of-protesters/', 'http://news.stlpublicradio.org/post/st-louis-police-officers-testify-arrest-and-chemical-warnings-protesters-were-clear', 'http://news.stlpublicradio.org/post/stockley-protesters-sue-st-louis-claim-civil-rights-violations-during-mass-arrest', 'http://www.semissourian.com/story/2552462.html', 'https://www.chicagotribune.com/news/nationworld/midwest/ct-st-louis-police-officers-charged-in-beating-20181129-story.html', 'https://www.dailydot.com/irl/cops-indicted-for-assault-after-texts-show-they-planned-to-harm-protesters/', 'https://www.semissourian.com/story/2570426.html', 'https://www.thetelegraph.com/news/article/343-St-Louis-cops-accused-of-mistreating-14451358.php', 'https://www.stltoday.com/news/local/crime-and-courts/fifth-st-louis-police-officer-charged-in-beating-of-undercover/article_9061f91f-32bc-5bdf-a3fd-64de629a193c.html', 'http://www.stlamerican.com/news/local_news/fifth-officer-charged-in-beatdown-of-undercover-cop-at-protest/article_f3ef2044-2114-11ea-b5fa-c3d9e2026938.html', 'http://www.stlamerican.com/news/political_eye/fifth-officer-charged-in-beatdown-of-undercover-cop-at-stockley/article_c33106c4-220f-11ea-ab33-2b3018f272d6.html', 'https://www.stltoday.com/news/local/crime-and-courts/federal-judge-rules-st-louis-ordinance-used-to-arrest-protesters/article_2bbad948-c88c-5281-b850-426e7cb6d5e9.html']",Count Love
7403,2017-09-18,"St. Louis, MO","St. Louis, MO",100.0,100.0,"['http://www.kmov.com/story/36389985/protests-enter-fourth-day-in-st-louis', 'http://www.huffingtonpost.com/entry/jason-stockley-st-louis-protests_us_59c13330e4b0f22c4a8cb27e?ncid=inblnkushpmg00000009', 'http://www.semissourian.com/story/2445415.html']",Count Love
7424,2017-09-19,"St. Louis, MO","St. Louis, MO",200.0,200.0,['http://www.semissourian.com/story/2445415.html'],Count Love
7427,2017-09-20,"St. Louis, MO","Richmond Heights, St. Louis, MO",200.0,200.0,"['http://www.stltoday.com/news/local/metro/protesters-march-at-saint-louis-galleria-mall/collection_f1c929b6-c999-5cf9-9366-e7324168f787.html', 'http://www.kmov.com/story/36415855/protesters-gather-in-shaw-park-move-to-galleria', 'http://news.stlpublicradio.org/post/22-protesters-arrested-galleria-mall']",Count Love
7432,2017-09-20,"Jacksonville, FL","Jacksonville, FL",20.0,20.0,['http://jacksonville.com/news/public-safety/2017-09-20/dozens-protest-decision-not-prosecute-bing-killing'],Count Love
7437,2017-09-21,"St. Louis, MO","Kiener Plaza Park, St. Louis, MO",200.0,200.0,"['http://helenair.com/news/national/the-latest-white-allies-march-against-verdict/article_578e4125-c0cb-5f82-9e07-40ad50216655.html', 'http://news.stlpublicradio.org/post/white-allies-protest-stockley-verdict-outside-billy-joel-concert-busch-stadium']",Count Love
7442,2017-09-21,"St. Louis, MO","Forest Park, St. Louis, MO",75.0,75.0,"['http://news.stlpublicradio.org/post/white-allies-head-busch-stadium-protest-stockley-verdict', 'http://news.stlpublicradio.org/post/white-allies-protest-stockley-verdict-outside-billy-joel-concert-busch-stadium']",Count Love
7467,2017-09-21,"St. Louis, MO","Galleria, St. Louis, MO",,nan,['http://www.stltoday.com/business/local/with-protest-looming-cabela-s-and-st-louis-outlet-mall/article_e7cfe26d-abf2-57f0-95f2-be7960ad62eb.html'],Count Love
7522,2017-09-21,"St. Louis, MO","Danforth University Center, St. Louis, MO",,nan,['http://www.studlife.com/?p=88271'],Count Love
7462,2017-09-22,"Washington, DC","Washington, DC",20.0,20.0,"['http://www.northjersey.com/story/news/politics/onpolitics/2017/09/22/howard-university-protesters-tells-james-comey-youre-not-our-homey/693297001/', 'http://www.caledonianrecord.com/news/world/howard-university-students-protest-comey-s-address/article_fc3979ac-a46c-5600-91a3-805eb93f4d67.html']",Count Love
7465,2017-09-22,"St. Louis, MO","City Hall, St. Louis, MO",125.0,125.0,['http://www.kmov.com/story/36432474/local-high-school-students-take-field-trip-to-city-hall-to-protest-stockley-verdict'],Count Love
7466,2017-09-22,"Peoria, IL","Peoria, IL",40.0,40.0,['http://www.pjstar.com/news/20170922/peaceful-protest-as-family-of-police-shooting-victim-ask-why'],Count Love
7476,2017-09-22,"St. Charles, MO","St. Charles, MO",,nan,['http://www.kmov.com/story/36434516/protesters-march-down-main-street-in-st-charles'],Count Love
7478,2017-09-23,"St. Louis, MO","Richmond Heights, St. Louis, MO",200.0,200.0,"['http://news.stlpublicradio.org/post/22-protesters-arrested-galleria-mall', 'http://helenair.com/news/national/the-latest-cheers-as-arrested-protesters-released-from-jail/article_f876773f-0d26-5614-b606-df49f6b65ebc.html', 'http://www.ky3.com/content/news/Police-defend-their-actions-amid-protest-arrest-concerns-447755343.html', 'http://news.stlpublicradio.org/post/after-protesters-block-interstate-64-st-louis-police-make-multiple-arrests', 'http://www.gazettenet.com/Scores-arrested-12920237', 'http://www.stltoday.com/news/local/govt-and-politics/shouting-erupts-at-county-hearing-on-st-louis-galleria-protest/article_ba173c91-4550-5bf5-80e5-6cc33890dfb1.html', 'https://newsok.com/article/feed/5063127/angry-crowd-asks-st-louis-suburb-to-drop-protest-charges']",Count Love
7479,2017-09-23,"St. Louis, MO","Downtown, St. Louis, MO",,nan,"['http://news.stlpublicradio.org/post/22-protesters-arrested-galleria-mall', 'http://www.stltoday.com/news/local/crime-and-courts/rep-bruce-franks-leads-a-demonstration-in-st-louis/html_23ffe963-780c-5c34-ad98-3df0123a436c.html']",Count Love
7480,2017-09-23,"St. Louis, MO","Brentwood, St. Louis, MO",,nan,"['http://www.stltoday.com/news/local/metro/protesters-march-in-clayton-and-downtown-st-louis-arrested-at/collection_2b416981-5a70-5185-ad52-0b1bea19bfd0.html', 'http://www.kmov.com/story/36436290/police-make-22-arrests-during-protest-at-st-louis-galleria']",Count Love
7481,2017-09-23,"St. Louis, MO","Clayton, St. Louis, MO",,nan,"['http://www.stltoday.com/news/local/crime-and-courts/arrested-saturday-in-galleria-protest-protests-move-to-clayton-then/article_bd7bf6e9-c5ec-59b5-bef1-d12f805c3019.html', 'http://news.stlpublicradio.org/post/police-arrest-22-protesters-galleria-mall-lawyers-complain-they-are-unable-see-clients']",Count Love
7513,2017-09-24,"St. Louis, MO","Clayton, St. Louis, MO",200.0,200.0,"['http://www.live5news.com/story/36439990/7-charged-with-rioting-after-protest-in-st-louis-county', 'http://www.semissourian.com/story/2446742.html']",Count Love
7514,2017-09-24,"Belleville, IL","Belleville, IL",50.0,50.0,['http://www.bnd.com/news/local/article175151331.html'],Count Love
